date,sentiment_score
20/12/2017 10:00,0.45633628964424133
08/01/2018 07:00,0.27841585874557495
19/01/2018 06:00,0.4924665689468384
19/01/2018 22:00,0.4924665689468384
21/01/2018 20:00,0.6366472244262695
21/01/2018 21:00,0.7323575615882874
22/01/2018 21:00,0.48041024804115295
23/01/2018 02:00,0.6692396998405457
23/01/2018 13:00,0.7537111043930054
23/01/2018 16:00,0.6647194921970367
23/01/2018 21:00,0.6237722635269165
23/01/2018 22:00,0.5599130392074585
24/01/2018 22:00,0.4528397023677826
29/01/2018 11:00,0.3917098641395569
29/01/2018 15:00,0.40651848912239075
29/01/2018 16:00,0.40651848912239075
14/02/2018 18:00,0.663571834564209
14/02/2018 21:00,0.6201848387718201
16/02/2018 19:00,0.3298567235469818
21/02/2018 13:00,0.944988489151001
21/02/2018 21:00,0.6064230799674988
01/03/2018 08:00,0.8168781399726868
05/03/2018 14:00,0.7224255204200745
09/03/2018 16:00,0.5684949606657028
28/03/2018 16:00,0.17709368467330933
29/03/2018 22:00,0.5262855887413025
06/04/2018 11:00,0.3396727442741394
06/04/2018 20:00,0.647497296333313
06/04/2018 21:00,0.4068710505962372
11/04/2018 19:00,0.7431427836418152
13/04/2018 13:00,0.356139600276947
16/04/2018 18:00,0.4370092749595642
16/04/2018 19:00,0.4370092749595642
16/04/2018 20:00,0.5516021152337393
16/04/2018 22:00,0.6325976252555847
17/04/2018 09:00,0.3229295015335083
17/04/2018 11:00,0.8749648332595825
17/04/2018 13:00,0.8041955232620239
17/04/2018 16:00,0.6688143014907837
17/04/2018 17:00,0.4460327625274658
17/04/2018 20:00,0.705152153968811
18/04/2018 17:00,0.6800325959920883
23/04/2018 10:00,0.40152108669281006
23/04/2018 11:00,0.627313494682312
23/04/2018 12:00,0.3388468772172928
24/04/2018 01:00,0.5147472023963928
26/04/2018 15:00,0.7575375437736511
16/05/2018 00:00,0.23109212517738342
16/05/2018 12:00,0.4597146213054657
21/05/2018 16:00,0.4220370501279831
21/05/2018 19:00,0.5945289134979248
24/05/2018 06:00,0.6510516405105591
24/05/2018 14:00,0.8906056880950928
24/05/2018 19:00,0.657080888748169
13/06/2018 16:00,0.788378119468689
15/06/2018 06:00,0.7387002110481262
22/06/2018 21:00,0.6230584979057312
02/07/2018 11:00,0.4337216019630432
02/07/2018 15:00,0.5325273871421814
05/07/2018 00:00,0.18927311897277832
13/07/2018 14:00,0.9283534288406372
13/07/2018 22:00,0.4406314194202423
16/07/2018 11:00,0.5033698678016663
16/07/2018 20:00,0.5383954644203186
16/07/2018 21:00,0.4034893810749054
16/07/2018 23:00,0.7180966138839722
17/07/2018 12:00,0.7010892629623413
17/07/2018 13:00,0.3963858485221863
17/07/2018 22:00,0.8028788566589355
27/07/2018 17:00,0.7887461185455322
29/07/2018 22:00,0.6008648872375488
08/08/2018 16:00,0.4457719922065735
13/08/2018 13:00,0.5487059354782104
15/08/2018 23:00,0.308006227016449
16/08/2018 21:00,0.22275274991989136
31/08/2018 06:00,0.7689018845558167
14/09/2018 23:00,0.5651766061782837
18/09/2018 15:00,0.661607027053833
19/09/2018 13:00,0.36205363273620605
20/09/2018 14:00,0.3563656806945801
28/09/2018 05:00,0.4744412899017334
28/09/2018 13:00,0.4931369721889496
01/10/2018 16:00,0.4572753608226776
04/10/2018 13:00,0.5138797163963318
15/10/2018 11:00,0.5882056951522827
16/10/2018 04:00,0.4081599712371826
16/10/2018 15:00,0.5247893333435059
16/10/2018 20:00,0.593246579170227
16/10/2018 21:00,0.5373169779777527
17/10/2018 01:00,0.6602473855018616
17/10/2018 10:00,0.6524561643600464
17/10/2018 13:00,0.639033317565918
18/10/2018 14:00,0.4561520218849182
22/10/2018 13:00,0.560981273651123
23/10/2018 12:00,0.35805821418762207
23/10/2018 20:00,0.4721825420856476
30/10/2018 13:00,0.30292344093322754
30/10/2018 20:00,0.5675501823425293
08/11/2018 02:00,0.5989210605621338
08/11/2018 12:00,0.28939706087112427
08/11/2018 20:00,0.2743142247200012
10/11/2018 06:00,0.20985209941864014
12/11/2018 18:00,0.40604346990585327
14/11/2018 00:00,0.9098300933837891
16/11/2018 13:00,0.49450817704200745
16/11/2018 18:00,0.730948805809021
21/11/2018 21:00,0.38486355543136597
21/11/2018 23:00,0.38486355543136597
27/11/2018 21:00,0.5684245824813843
04/12/2018 10:00,0.1409963071346283
01/01/2019 11:00,0.4076114892959595
02/01/2019 17:00,0.47315680980682373
07/01/2019 21:00,0.4554538428783417
14/01/2019 20:00,0.4493124186992645
15/01/2019 14:00,0.46059566736221313
15/01/2019 18:00,0.02573224902153015
15/01/2019 20:00,0.4364810287952423
15/01/2019 21:00,0.567021906375885
15/01/2019 22:00,0.7025840282440186
15/01/2019 23:00,0.4713974893093109
17/01/2019 21:00,0.455902636051178
17/01/2019 22:00,0.3872508406639099
17/01/2019 23:00,0.4043315649032593
18/01/2019 13:00,0.5833353996276855
18/01/2019 14:00,0.4615660607814789
18/01/2019 20:00,0.4342729449272156
20/01/2019 14:00,0.51734858751297
22/01/2019 20:00,0.7475350499153137
23/01/2019 20:00,0.527717113494873
05/02/2019 19:00,0.5577413439750671
13/02/2019 14:00,0.7330976128578186
19/02/2019 17:00,0.1294867992401123
07/03/2019 18:00,0.8744118809700012
07/03/2019 19:00,0.8870354890823364
19/03/2019 00:00,0.26616185903549194
19/03/2019 04:00,0.26616185903549194
21/03/2019 22:00,0.529814600944519
25/03/2019 21:00,0.1669800579547882
26/03/2019 11:00,0.3261411786079407
03/04/2019 20:00,0.5949355959892273
