12/02/2018 21:04,Grocery delivery startup Instacart raises $200 million and prepares to battle Amazon
14/02/2018 12:00,RPT-FOCUS-Walmart goes to the cloud to close gap with Amazon
14/02/2018 18:57,"BRIEF-Tiger Global Management Dissolves Share Stake In Roku, Cuts In Amazon"
14/02/2018 20:12,"BRIEF-Charlie Munger urges regulators to ease up on Wells Fargo, praises Amazon-Berkshire-JPMorgan health care efforts"
14/02/2018 22:12,BRIEF-Amazon Has Partnered With Bank Of America For Its Lending Program - CNBC
14/02/2018 23:02,Walmart goes to the cloud to close gap with Amazon
15/02/2018 03:01,"Amazon says to create 2,000 jobs in France in 2018"
15/02/2018 16:58,BRIEF-Amazon Working On Consolidation Of Amazon Prime Now And AmazonFresh -Yahoo Finance
15/02/2018 19:01,U.S. says Amazon to pay $1.2 mln to settle allegations over pesticide sales
15/02/2018 21:07,Jeffrey Tambor out of Amazon's 'Transparent' TV series
15/02/2018 22:27,"Amazon to pay $1.2 million in settlement over pesticide sales, U.S. says"
16/02/2018 01:04,"BRIEF-Amazon, YouTube, Twitter Are Exploring Bids For NFL Rights- Bloomberg"
16/02/2018 05:28,Jeffrey Tambor out of Amazon's 'Transparent' TV series
16/02/2018 14:13,Exclusive: Walmart in talks to buy more than 40 percent of India's Flipkart - sources
19/02/2018 10:01,UPDATE 2-Casino bets on Sarenza shoes to keep online rivals at heel
20/02/2018 13:21,BRIEF-Dariohealth Launches Sales Of Dario Blood Glucose Monitoring System On Amazon Prime
20/02/2018 18:57,Amazon credit card adds Whole Foods to 5 percent cash back offer
21/02/2018 17:12,"NY supermarket chain Tops files bankruptcy, cites debt and Amazon"
22/02/2018 14:51,BRIEF-Amazon Plans To Open As Many As Six More Cashier-Less Amazon Go Stores This Year - Recode
22/02/2018 14:58,Mexico's Televisa to partner with Amazon on content for video
22/02/2018 17:57,Mexico's Televisa to create content for Amazon Prime
23/02/2018 17:22,U.S. M&A lending hits early year high with jumbo loans
26/02/2018 14:03,"BRIEF-Buffett discusses healthcare, other issues on CNBC"
26/02/2018 22:44,Amazon launches delivery business for merchants in Australia
26/02/2018 23:19,BRIEF-Fulfilment By Amazon Launches For Australian Businesses
27/02/2018 02:30,Amazon takes on delivery challenge for Australian merchants
27/02/2018 14:07,Walmart to launch new private label clothing brands
27/02/2018 21:02,Amazon set to buy Ring in a deal valued at over $1 bln - source
27/02/2018 21:34,"BRIEF-Ring Spokesperson Says ""We Look Forward To Being A Part Of The Amazon Team"""
28/02/2018 07:10,MEDIA-French supermarket Systeme-U in talks with Amazon on logistics deal
28/02/2018 10:11,Amazon launches music streaming service in India
28/02/2018 11:26,French retailer Systeme U discussing supply deal with Amazon
28/02/2018 20:50,Amazon buys startup Ring in $1 billion deal to run your home security
01/03/2018 16:15,"Spotify plans to list shares, fend off Apple and Amazon"
04/03/2018 12:56,"Amazon has French grocery market in its sights, French boss tells paper"
05/03/2018 12:12,BRIEF-Amazon Is In Talks With Banks About Building Checking-Account-Like Product- WSJ
05/03/2018 12:50,Amazon mulling checking-account like product with big banks - WSJ
05/03/2018 15:09,Amazon mulling checking-account like product with big banks: WSJ
05/03/2018 17:27,BRIEF-GameSparks Says It Has Been Acquired By Amazon - Statement
06/03/2018 06:08,BRIEF-Amazon expands grocery delivery from Whole Foods market to Atlanta and San Francisco
06/03/2018 21:00,Airbnb snags top Amazon executive in charge of Prime business
07/03/2018 23:34,"Costco's profit, same-store sales miss estimates"
08/03/2018 14:56,Exclusive: Amazon.com readies move to sell electronics directly in Brazil - sources
08/03/2018 20:44,"Kroger's cost of fighting Amazon saps profit, shares dive"
08/03/2018 20:48,CORRECTED-GRAPHIC-Hold the iPhone! Amazon primed to be larger than Apple
08/03/2018 21:13,GRAPHIC-Hold the iPhone! Amazon primed to be larger than Apple
09/03/2018 01:13,Hold the iPhone! Amazon primed to be larger than Apple
10/03/2018 01:09,"Best Buy CEO says turnaround done, room to compete with Amazon"
12/03/2018 15:43,"BRIEF-Amazon Spokeswoman Says Alexa Customers Can Now Use Alexa Calling And Messaging On Fire, Android, And Ios Tablets"
13/03/2018 09:41,"Spain's Amazon workers call 2-day strike over wages, rights"
13/03/2018 11:01,"Spain's Amazon workers call two-day strike over wages, rights"
13/03/2018 14:26,BRIEF-Cigna Launches ?Answers By Cigna? Skill For Amazon Alexa
13/03/2018 14:57,"BRIEF-Amazon Recalls 260,000 Portable Power Banks Due To Fire And Chemical Burn Hazards"
13/03/2018 16:00,"Amazon recalls power banks due to fire, chemical burn hazards"
13/03/2018 17:04,"Leclerc, fearing Amazon, to launch Paris food delivery service"
14/03/2018 11:11,Walmart expands home delivery in fight with Amazon
14/03/2018 13:11,BRIEF-Denny's Teamed Up With Amazon To Expand Digital Ordering Network
14/03/2018 16:31,Walmart expands home delivery in fight with Amazon
15/03/2018 10:05,Regulators raid Amazon Japan on suspicion of anti-trust violation
15/03/2018 15:18,"Exclusive: Amazon's internal numbers on Prime Video, revealed"
15/03/2018 15:48,Breakingviews - Cox: Aramco and Amazon encourage bad behavior
15/03/2018 18:35,"Whistleblower says Walmart, eyeing Amazon, cheated on e-commerce"
16/03/2018 20:51,"Whistleblower says Walmart, eyeing Amazon, cheated on e-commerce"
17/03/2018 01:30,Wall Street's tech love affair might end in tears
18/03/2018 17:00,RPT-Wall St Week Ahead-Wall Street's tech love affair might end in tears
19/03/2018 11:00,RPT-Amazon tracks repeat shoppers for line-free Seattle store - and there are many
19/03/2018 20:32,Whole Foods calls supplier summit amid Amazon angst
19/03/2018 22:03,BRIEF-Amazon Has Considered Acquiring Some Toys 'R' Us Stores - Bloomberg
19/03/2018 22:17,Amazon tracks repeat shoppers for line-free Seattle store - and there are many
20/03/2018 04:31,Whole Foods calls supplier summit amid Amazon angst
20/03/2018 18:10,"Exclusive: On Amazon, a quarter of merchants' sales are cross-border"
20/03/2018 21:34,"Amazon is now second most valuable U.S.-listed company, tops Alphabet"
23/03/2018 14:59,Carrefour calls on Google for voice boost in battle with Amazon
26/03/2018 07:05,Short visits rise at Whole Foods stores with Amazon lockers
26/03/2018 20:07,BRIEF-Casino: Monoprix Grocery Items To Be Available on Amazon's Prime Now service in Paris
26/03/2018 20:10,Casino's Monoprix teams up with Amazon for grocery delivery
26/03/2018 21:48,Amazon wins grocery foothold in France through Monoprix deal
27/03/2018 07:07,Shares in French retailer Casino rally after Amazon deal
27/03/2018 09:06,"BRIEF-Partnership with Amazon ""profitable"" deal for Monoprix - Monoprix CEO"
27/03/2018 12:14,"Amazon, Casino in talks on possible Brazil partnership -newspaper"
27/03/2018 12:23,"Amazon, Casino in talks on possible Brazil partnership: newspaper"
27/03/2018 12:55,"Amazon, Casino eye partnership or sale for electronics chain -source"
27/03/2018 15:34,UPDATE 2-Amazon in talks with Casino over Brazil electronics chain -source
27/03/2018 16:17,Amazon in talks with Casino over Brazil electronics chain: source
27/03/2018 17:01,Amazon targets French grocery market with Monoprix deal
28/03/2018 13:36,"US STOCKS SNAPSHOT-Nasdaq opens lower as tech stocks, Amazon drag"
28/03/2018 14:24,"US STOCKS-Amazon, Apple weigh on Nasdaq"
28/03/2018 15:45,Amazon sheds $52 bln in market value after report on Trump threat
28/03/2018 16:02,No U.S. policy changes on Amazon at the moment: White House official
28/03/2018 18:57,US STOCKS-Wall St edges up as gains in defensive shares counter Amazon losses
28/03/2018 19:31,Amazon shares fall after report Trump wants to curb its power
28/03/2018 20:04,US STOCKS SNAPSHOT-Wall St closes down in rocky session on Amazon losses
28/03/2018 21:06,Wall Street closes lower in rocky session on Amazon losses
28/03/2018 21:12,"Australia shares to open steady, NZ flat"
29/03/2018 09:19,Australian regulator clears Unibail-Westfield deal
29/03/2018 12:24,"Trump escalates attack on Amazon, slams it on taxes, shipping"
29/03/2018 15:39,US STOCKS-Wall St surges on last day of turbulent quarter
29/03/2018 16:54,US STOCKS-Wall St up more than 1 pct on last day of tumultuous quarter
29/03/2018 18:02,Amazon's Washington influence machine built to withstand Trump's attacks
29/03/2018 18:07,Amazon's Washington influence machine built to withstand Trump's attacks
29/03/2018 18:21,Trump 'has no actions' against Amazon - White House
29/03/2018 18:24,Trump 'has no actions' against Amazon: White House
29/03/2018 19:29,Trump adviser ties Amazon criticism to U.S. Supreme Court case
29/03/2018 22:10,"Trump escalates attack on Amazon, focusing on tax, shipping"
30/03/2018 06:55,Amazon cuts ties with top Washington lobbying firms: Bloomberg
01/04/2018 13:52,"Trump attacks Amazon, again, over U.S. postal rates"
02/04/2018 13:56,Amazon shares fall 3 pct as Trump renews attack
02/04/2018 14:30,"US STOCKS-Wall Street dragged down by Amazon, tech weakness"
02/04/2018 15:45,Amazon shares fall 6 percent as Trump renews attack
03/04/2018 06:26,"Supermarket retailers Casino, Auchan enter purchasing partnership talks"
03/04/2018 07:19,Euro zone yields pinned near lows on stock market tremors
03/04/2018 14:12,Amazon shares pare some gains as Trump attacks company again
03/04/2018 17:53,Trump says U.S. subsidizes Amazon for shipping
03/04/2018 19:36,"GLOBAL MARKETS-Stocks rise on Amazon's rebound, dollar gains"
03/04/2018 20:06,"US STOCKS SNAPSHOT-Wall St climbs as Amazon jumps, S&P rises past key support"
03/04/2018 20:27,"Stocks rally on Amazon's rebound, dollar gains"
03/04/2018 20:27,"After attacks on Amazon, U.S. Chamber criticizes targeting American business"
03/04/2018 21:29,"NO WHITE HOUSE POLICY ACTIONS ABOUT AMAZON.COM INC ARE ON TABLE AT THIS TIME, BUT THAT COULD CHANGE -SOURCE FAMILIAR WITH WHITE HOUSE PROCEEDINGS"
03/04/2018 21:44,"No White House action on Amazon at this time, but that could change: source"
03/04/2018 23:03,Amazon finishes higher despite Trump's new threat on shipping rates
04/04/2018 03:15,Amazon may offer to buy India's Flipkart - Mint
04/04/2018 07:40,Amazon may offer to buy India's Flipkart: report
04/04/2018 15:21,"Trump wants 'level playing field' on Amazon, taxes -adviser"
04/04/2018 16:14,"Trump wants 'level playing field' on Amazon, taxes: adviser"
04/04/2018 17:53,BRIEF-AWS Announces Amazon S3 One Zone-Infrequent Access
05/04/2018 13:29,"Trump calls Washington Post Amazon's ""chief lobbyist"" -Twitter"
05/04/2018 17:30,"JPM, Amazon, Berkshire will use data to improve healthcare"
05/04/2018 21:09,Trump says taking a serious look at policy options on Amazon
05/04/2018 23:36,Trump taking 'serious look' at policy options on Amazon
06/04/2018 09:44,BRIEF-Amazon Considering Using Alexa To Start Person-To-Person Payments Feature- WSJ
09/04/2018 15:29,"New projects in Brazil's Amazon? Not without congressional approval, says court"
10/04/2018 04:05,BRIEF-Amazon Expands Grocery Delivery From Whole Foods Market To Los Angeles
12/04/2018 15:22,BRIEF-Amazon And Ring Close Acquisition?Now Working Together To?Empower Neighbors With Affordable Ways To Monitor Their Homes And?Reduce Crime In Neighborhoods
13/04/2018 15:40,Trump orders review of U.S. Postal Service following criticism of Amazon
15/04/2018 08:02,Israel's Partner in collaboration deal with Amazon Prime Video
16/04/2018 07:31,Fnac Darty strengthens ties with Google in bid to tackle Amazon
16/04/2018 17:13,BRIEF-Amazon has shelved plan to sell and distribute pharmaceutical products to hospitals - CNBC
16/04/2018 17:17,"Amazon shelves plans to sell, distribute drugs to hospitals- CNBC"
16/04/2018 18:52,Pentagon revises request for cloud computing services
16/04/2018 19:49,Drug suppliers' shares rise as looming Amazon threat appears to ease
17/04/2018 06:23,"BRIEF-Casino keeps 2018 goals, no talks with Amazon in Brazil"
17/04/2018 11:03,Exclusive: Amazon in talks with airline Azul for shipping in Brazil - sources
17/04/2018 13:34,BRIEF-KBS Fashion Announces Signing Of Cooperative Agreement To Open Amazon And Alibaba Express Online Stores
17/04/2018 21:05,BRIEF-Amazon Launches The International Shopping Experience In The Amazon Shopping App
18/04/2018 01:50,"Russia blocks Google, Amazon IP addresses in bid to ban Telegram"
18/04/2018 02:02,BRIEF-Amazon Launches International Shopping Experience In Amazon Shopping App
18/04/2018 08:25,Amazon launches international shopping from United States
18/04/2018 10:11,"BRIEF-Amazon, Best Buy Announce Multiyear Partnership To Offer New Fire TV Edition Smart TVs"
18/04/2018 16:55,Amazon launches new app feature targeting international shoppers
18/04/2018 20:38,"BRIEF-Amazon Says CEO Jeffrey Bezos' 2017 Total Compensation Was $1.7 Mln, Unchanged From Last Year"
